babelnet_id,lemma,sense_lemma,pos,examples,glosses,categories
bn:00104880a,faux,incorrect,ADJ,An incorrect calculation | Based on the wrong assumptions | Found themselves on the wrong road | The clock showed the wrong time | The report in the paper is wrong | Your information is wrong,Not correct; not in conformity with fact or truth,
bn:00104880a,faux,wrong,ADJ,An incorrect calculation | Based on the wrong assumptions | Found themselves on the wrong road | The clock showed the wrong time | The report in the paper is wrong | Your information is wrong,Not correct; not in conformity with fact or truth,
bn:00098117a,faux,bogus,ADJ,,Fraudulent; having a misleading appearance,
bn:00098117a,faux,fake,ADJ,,Fraudulent; having a misleading appearance,
bn:00098117a,faux,phony,ADJ,,Fraudulent; having a misleading appearance,
bn:00098117a,faux,phoney,ADJ,,Fraudulent; having a misleading appearance,
bn:00098117a,faux,bastard,ADJ,,Fraudulent; having a misleading appearance,
bn:00102752a,faux,false,ADJ,A false friend | When lovers prove untrue,(used especially of persons) not dependable in devotion or affection; unfaithful,
bn:00102752a,faux,untrue,ADJ,A false friend | When lovers prove untrue,(used especially of persons) not dependable in devotion or affection; unfaithful,
bn:00032777n,faux,imposter,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,impostor,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,pretender,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,fake,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,faker,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,fraud,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,sham,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,shammer,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,pseudo,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,pseud,NOUN,,A person who makes deceitful pretenses,
bn:00032777n,faux,role_player,NOUN,,A person who makes deceitful pretenses,
bn:00032880n,faux,falsification,NOUN,,A willful perversion of facts,Contract_law | English_law | Law
bn:00032880n,faux,misrepresentation,NOUN,,A willful perversion of facts,Contract_law | English_law | Law
bn:00102384a,faux,erroneous,ADJ,Erroneous conclusions,Containing or characterized by error,
bn:00113355a,faux,untrue,ADJ,Unfortunately the statement was simply untrue,Not according with the facts,
bn:00027709n,faux,hypocrite,NOUN,,A person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,
bn:00027709n,faux,dissembler,NOUN,,A person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,
bn:00027709n,faux,dissimulator,NOUN,,A person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,
bn:00027709n,faux,phony,NOUN,,A person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,
bn:00027709n,faux,phoney,NOUN,,A person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,
bn:00027709n,faux,pretender,NOUN,,A person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives,
bn:00102747a,faux,false,ADJ,A false assumption | A mistaken view of the situation,Arising from error,
bn:00102747a,faux,mistaken,ADJ,A false assumption | A mistaken view of the situation,Arising from error,
bn:00035891n,faux,forgery,NOUN,,Criminal falsification by making or altering an instrument with intent to defraud,All_articles_needing_additional_references | Art_and_culture_law | Crime | Deception | Espionage_techniques | Forgery | Illegal_occupations | Organized_crime_activity
bn:00069941n,faux,scythe,NOUN,,An edge tool for cutting grass; has a long handle that must be held with both hands and a curved blade that moves parallel to the ground,All_articles_with_vague_or_ambiguous_time | Blade_weapons | Cutting_tools | Farming_tools | Gardening_tools | Heraldic_charges | Mechanical_hand_tools
bn:00102731a,faux,fake,ADJ,A purse of simulated alligator hide | Decorated with imitation palm leaves | False teeth | Faux pearls | It isn't fake anything | It isn't fake anything; it's real synthetic fur | It's real synthetic fur,Not genuine or real; being an imitation of the genuine article,
bn:00102731a,faux,false,ADJ,A purse of simulated alligator hide | Decorated with imitation palm leaves | False teeth | Faux pearls | It isn't fake anything | It isn't fake anything; it's real synthetic fur | It's real synthetic fur,Not genuine or real; being an imitation of the genuine article,
bn:00102731a,faux,faux,ADJ,A purse of simulated alligator hide | Decorated with imitation palm leaves | False teeth | Faux pearls | It isn't fake anything | It isn't fake anything; it's real synthetic fur | It's real synthetic fur,Not genuine or real; being an imitation of the genuine article,
bn:00102731a,faux,imitation,ADJ,A purse of simulated alligator hide | Decorated with imitation palm leaves | False teeth | Faux pearls | It isn't fake anything | It isn't fake anything; it's real synthetic fur | It's real synthetic fur,Not genuine or real; being an imitation of the genuine article,
bn:00102731a,faux,simulated,ADJ,A purse of simulated alligator hide | Decorated with imitation palm leaves | False teeth | Faux pearls | It isn't fake anything | It isn't fake anything; it's real synthetic fur | It's real synthetic fur,Not genuine or real; being an imitation of the genuine article,
bn:00032776n,faux,fake,NOUN,,Something that is a counterfeit; not what it seems to be,
bn:00032776n,faux,sham,NOUN,,Something that is a counterfeit; not what it seems to be,
bn:00032776n,faux,postiche,NOUN,,Something that is a counterfeit; not what it seems to be,
bn:00100554a,faux,counterfeit,ADJ,A counterfeit prince | Counterfeit emotion | Counterfeit money | Counterfeit works of art,Not genuine; imitating something superior,
bn:00100554a,faux,imitative,ADJ,A counterfeit prince | Counterfeit emotion | Counterfeit money | Counterfeit works of art,Not genuine; imitating something superior,
bn:00059907n,claque,overshoe,NOUN,,Footwear that protects your shoes from water or snow or cold,1920s_fashion | Articles_with_short_description | Footwear_accessories | History_of_clothing_(Western_fashion) | Wikipedia_articles_incorporating_text_from_the_1911_Encyclopædia_Britannica
bn:00072056n,claque,smack,NOUN,,The act of smacking something; a blow delivered with an open hand,Abuse | Bullying | Strikes_(martial_arts)
bn:00072056n,claque,smacking,NOUN,,The act of smacking something; a blow delivered with an open hand,Abuse | Bullying | Strikes_(martial_arts)
bn:00072056n,claque,slap,NOUN,,The act of smacking something; a blow delivered with an open hand,Abuse | Bullying | Strikes_(martial_arts)
bn:00019442n,claque,claque,NOUN,,A group of followers hired to applaud at a performance,16th-century_establishments_in_France | Articles_with_short_description | Entertainment_occupations | Gestures_of_respect | Opera_in_France | Opera_terminology | Theatre_in_France
bn:00007951n,claque,whorehouse,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,brothel,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,bordello,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,bagnio,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,house_of_prostitution,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,house_of_ill_repute,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,bawdyhouse,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,cathouse,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00007951n,claque,sporting_house,NOUN,,A building where prostitutes are available,Articles_with_short_description | Brothels | Defunct_prisons_in_Turkey | History_of_slavery | Ottoman_baths | Sex_industry | Slave_cabins_and_quarters | Slavery_in_the_Ottoman_Empire | Types_of_coffeehouses
bn:00018514n,puce,chip,NOUN,,Electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,1949_in_computer_science | 20th-century_inventions | All_articles_containing_potentially_dated_statements | American_inventions | Articles_with_short_description | Computer-related_introductions_in_1949 | Digital_electronics | Discovery_and_invention_controversies | German_inventions | Integrated_circuits | Semiconductor_devices
bn:00018514n,puce,microchip,NOUN,,Electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,1949_in_computer_science | 20th-century_inventions | All_articles_containing_potentially_dated_statements | American_inventions | Articles_with_short_description | Computer-related_introductions_in_1949 | Digital_electronics | Discovery_and_invention_controversies | German_inventions | Integrated_circuits | Semiconductor_devices
bn:00018514n,puce,micro_chip,NOUN,,Electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,1949_in_computer_science | 20th-century_inventions | All_articles_containing_potentially_dated_statements | American_inventions | Articles_with_short_description | Computer-related_introductions_in_1949 | Digital_electronics | Discovery_and_invention_controversies | German_inventions | Integrated_circuits | Semiconductor_devices
bn:00018514n,puce,silicon_chip,NOUN,,Electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,1949_in_computer_science | 20th-century_inventions | All_articles_containing_potentially_dated_statements | American_inventions | Articles_with_short_description | Computer-related_introductions_in_1949 | Digital_electronics | Discovery_and_invention_controversies | German_inventions | Integrated_circuits | Semiconductor_devices
bn:00018514n,puce,microprocessor_chip,NOUN,,Electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit,1949_in_computer_science | 20th-century_inventions | All_articles_containing_potentially_dated_statements | American_inventions | Articles_with_short_description | Computer-related_introductions_in_1949 | Digital_electronics | Discovery_and_invention_controversies | German_inventions | Integrated_circuits | Semiconductor_devices
bn:00065118n,puce,puce,NOUN,,A color varying from dark purplish brown to dark red,History_of_fashion | Marie_Antoinette | Shades_of_pink | Shades_of_red
bn:00035151n,puce,flea,NOUN,,Any wingless bloodsucking parasitic insect noted for ability to leap,Articles_with_'species'_microformats | Articles_with_short_description | Extant_Middle_Jurassic_first_appearances | Fleas | Hematophages | Insect_vectors_of_human_pathogens | Insects_in_culture | Parasites_of_cats | Parasites_of_dogs | Veterinary_entomology
bn:00068014n,vol,robbery,NOUN,,Larceny by threat of violence,Crimes | Illegal_occupations | Robbery
bn:00035207n,vol,flight,NOUN,Flying was still an exciting adventure for him,An instance of traveling by air,Aerodynamics | Articles_with_short_description | Flight | Sky | Wikipedia_articles_incorporating_a_citation_from_the_1911_Encyclopaedia_Britannica_with_Wikisource_reference
bn:00035207n,vol,flying,NOUN,Flying was still an exciting adventure for him,An instance of traveling by air,Aerodynamics | Articles_with_short_description | Flight | Sky | Wikipedia_articles_incorporating_a_citation_from_the_1911_Encyclopaedia_Britannica_with_Wikisource_reference
bn:00035213n,vol,flight,NOUN,I took the noon flight to Chicago,A scheduled trip by plane between designated airports,
bn:00050004n,vol,larceny,NOUN,The thieving is awful at Kennedy International,The act of taking something from someone unlawfully,All_articles_needing_additional_references | Articles_with_short_description | Criminal_law | Organized_crime_activity | Personal_property_law | Property_crimes | Theft
bn:00050004n,vol,theft,NOUN,The thieving is awful at Kennedy International,The act of taking something from someone unlawfully,All_articles_needing_additional_references | Articles_with_short_description | Criminal_law | Organized_crime_activity | Personal_property_law | Property_crimes | Theft
bn:00050004n,vol,thievery,NOUN,The thieving is awful at Kennedy International,The act of taking something from someone unlawfully,All_articles_needing_additional_references | Articles_with_short_description | Criminal_law | Organized_crime_activity | Personal_property_law | Property_crimes | Theft
bn:00050004n,vol,thieving,NOUN,The thieving is awful at Kennedy International,The act of taking something from someone unlawfully,All_articles_needing_additional_references | Articles_with_short_description | Criminal_law | Organized_crime_activity | Personal_property_law | Property_crimes | Theft
bn:00050004n,vol,stealing,NOUN,The thieving is awful at Kennedy International,The act of taking something from someone unlawfully,All_articles_needing_additional_references | Articles_with_short_description | Criminal_law | Organized_crime_activity | Personal_property_law | Property_crimes | Theft
bn:00035209n,vol,flight,NOUN,,An air force unit smaller than a squadron,Air_force_units_and_formations | Flights
bn:00033726n,fasciste,fascism,NOUN,,A political theory advocating an authoritarian hierarchical government (as opposed to democracy or liberalism),Anti-capitalism | Anti-communism | Anti-intellectualism | Articles_with_short_description | Authoritarianism | Corporatism | Dictatorship | Economic_ideologies | Far-right_politics | Fascism | Italian_words_and_phrases | Political_ideologies | Political_science_terms | Political_systems | Populism | Right-wing_ideologies | Right-wing_populism | Syncretic_political_movements | Totalitarianism | Wikipedia_pending_changes_protected_pages
bn:00033727n,fasciste,fascist,NOUN,,An adherent of fascism or other authoritarian views | An adherent of fascism or other right-wing authoritarian views,Anti-capitalism | Anti-communism | Anti-intellectualism | Articles_with_short_description | Authoritarianism | Corporatism | Dictatorship | Economic_ideologies | Far-right_politics | Fascism | Italian_words_and_phrases | Political_ideologies | Political_science_terms | Political_systems | Populism | Right-wing_ideologies | Right-wing_populism | Syncretic_political_movements | Totalitarianism | Wikipedia_pending_changes_protected_pages
bn:00102797a,fasciste,fascist,ADJ,Fascist propaganda,Relating to or characteristic of fascism,
bn:00102797a,fasciste,fascistic,ADJ,Fascist propaganda,Relating to or characteristic of fascism,
bn:00040302n,fasciste,Nazi,NOUN,,A German member of Adolf Hitler's political party,1930s_in_Germany | 1933_establishments_in_Germany | 1940s_in_Germany | 1945_disestablishments_in_Germany | 20th_century_in_Germany_by_period | Adolf_Hitler | Anti-Masonry | Anti-communism | Antisemitism | Articles_with_short_description | Authoritarianism | Axis powers | Coordinates_on_Wikidata | Far-right_politics | Fascism | Fascist_states | Former_countries_in_Europe | Former_empires | Genocide | German_words_and_phrases | Homophobia | Jewish_German_history | Modern_history_of_Germany | Natalism | Nazi_Germany | Nazism | One-party_states | Pages_using_infobox_country_or_infobox_former_country_with_the_flag_caption_or_type_parameters | Pages_using_infobox_country_or_infobox_former_country_with_the_symbol_caption_or_type_parameters | Pages_with_missing_ISBNs | Political_ideologies | Politics_of_Nazi_Germany | Racism | Right-wing_ideologies | States_and_territories_disestablished_in_1945 | States_and_territories_established_in_1933 | The_Holocaust | Totalitarian_states | Totalitarianism | White_supremacy | Xenophobia | _long_volume_value
bn:00040302n,fasciste,German_Nazi,NOUN,,A German member of Adolf Hitler's political party,1930s_in_Germany | 1933_establishments_in_Germany | 1940s_in_Germany | 1945_disestablishments_in_Germany | 20th_century_in_Germany_by_period | Adolf_Hitler | Anti-Masonry | Anti-communism | Antisemitism | Articles_with_short_description | Authoritarianism | Axis powers | Coordinates_on_Wikidata | Far-right_politics | Fascism | Fascist_states | Former_countries_in_Europe | Former_empires | Genocide | German_words_and_phrases | Homophobia | Jewish_German_history | Modern_history_of_Germany | Natalism | Nazi_Germany | Nazism | One-party_states | Pages_using_infobox_country_or_infobox_former_country_with_the_flag_caption_or_type_parameters | Pages_using_infobox_country_or_infobox_former_country_with_the_symbol_caption_or_type_parameters | Pages_with_missing_ISBNs | Political_ideologies | Politics_of_Nazi_Germany | Racism | Right-wing_ideologies | States_and_territories_disestablished_in_1945 | States_and_territories_established_in_1933 | The_Holocaust | Totalitarian_states | Totalitarianism | White_supremacy | Xenophobia | _long_volume_value
bn:00058450n,boule,object_ball,NOUN,,The billiard ball that is intended to be the first ball struck by the cue ball,
bn:00077846n,boule,trackball,NOUN,A trackball is essentially an upside-down mouse,An electronic device consisting of a rotatable ball in a housing; used to position the cursor and move images on a computer screen,Computing_input_devices | Game_controllers | History_of_human–computer_interaction | Pointing_devices | Video_game_controllers
bn:00012407n,boule,boulle,NOUN,,An inlaid furniture decoration; tortoiseshell and yellow and white metal form scrolls in cabinetwork,
bn:00012407n,boule,boule,NOUN,,An inlaid furniture decoration; tortoiseshell and yellow and white metal form scrolls in cabinetwork,
bn:00012407n,boule,buhl,NOUN,,An inlaid furniture decoration; tortoiseshell and yellow and white metal form scrolls in cabinetwork,
bn:00008123n,boule,ball,NOUN,The ball was already emptying out before the fire alarm sounded,The people assembled at a lavish formal dance,
bn:00024317n,boule,cue_ball,NOUN,,The ball that the billiard player or pool player strikes with his cue,Articles_with_short_description | Balls | Cue_sports_equipment | Pages_using_multiple_image_with_auto_scaled_images | Webarchive_template_other_archives
bn:00008127n,boule,ball,NOUN,A ball of mud caught him on the shoulder,A compact mass,
bn:00008127n,boule,clod,NOUN,A ball of mud caught him on the shoulder,A compact mass,
bn:00008127n,boule,glob,NOUN,A ball of mud caught him on the shoulder,A compact mass,
bn:00008127n,boule,lump,NOUN,A ball of mud caught him on the shoulder,A compact mass,
bn:00008127n,boule,clump,NOUN,A ball of mud caught him on the shoulder,A compact mass,
bn:00008127n,boule,chunk,NOUN,A ball of mud caught him on the shoulder,A compact mass,
bn:00073310n,boule,sphere,NOUN,,A solid figure bounded by a spherical surface (including the space it encloses),Articles_with_short_description | Differential_geometry | Differential_topology | Elementary_geometry | Elementary_shapes | Homogeneous_spaces | Spheres | Surfaces | Topology | Wikipedia_articles_incorporating_a_citation_from_the_1911_Encyclopaedia_Britannica_with_Wikisource_reference
bn:00054947n,mobilisation,mobilization,NOUN,,"Act of assembling and putting into readiness for war or other emergency | Act of assembling and putting into readiness for war or other emergency: ""mobilization of the troops""",All_Wikipedia_articles_written_in_American_English | Militarism | Military_logistics | Military_operations | Military_sociology
bn:00054947n,mobilisation,mobilisation,NOUN,,"Act of assembling and putting into readiness for war or other emergency | Act of assembling and putting into readiness for war or other emergency: ""mobilization of the troops""",All_Wikipedia_articles_written_in_American_English | Militarism | Military_logistics | Military_operations | Military_sociology
bn:00054947n,mobilisation,militarization,NOUN,,"Act of assembling and putting into readiness for war or other emergency | Act of assembling and putting into readiness for war or other emergency: ""mobilization of the troops""",All_Wikipedia_articles_written_in_American_English | Militarism | Military_logistics | Military_operations | Military_sociology
bn:00054947n,mobilisation,militarisation,NOUN,,"Act of assembling and putting into readiness for war or other emergency | Act of assembling and putting into readiness for war or other emergency: ""mobilization of the troops""",All_Wikipedia_articles_written_in_American_English | Militarism | Military_logistics | Military_operations | Military_sociology
bn:00055415n,mobilisation,mobilization,NOUN,Mobilization of the country's economic resources,Act of marshaling and organizing and making ready for use or action,
bn:00055415n,mobilisation,mobilisation,NOUN,Mobilization of the country's economic resources,Act of marshaling and organizing and making ready for use or action,
bn:00001602n,mobilisation,advocacy,NOUN,,Active support of an idea or cause etc.; especially the act of pleading or arguing for something,Activism_by_type | Advocacy_groups
bn:00001602n,mobilisation,protagonism,NOUN,,Active support of an idea or cause etc.; especially the act of pleading or arguing for something,Activism_by_type | Advocacy_groups
bn:00105531a,juif,Jewish,ADJ,A Jewish wedding | He is Jewish,Of or relating to Jews or their culture or religion,
bn:00105531a,juif,Judaic,ADJ,A Jewish wedding | He is Jewish,Of or relating to Jews or their culture or religion,
bn:00043492n,juif,Jew,NOUN,,A person belonging to the worldwide group claiming descent from Jacob (or converted to it) and connected by cultural or religious ties,"""Related_ethnic_groups""_needing_confirmation | All_articles_containing_potentially_dated_statements | All_articles_lacking_reliable_references | Ancient_peoples_of_the_Near_East | Articles_with_short_description | Book_of_Revelation | Christianity_and_antisemitism | Ethnic_groups_in_East_Africa | Ethnic_groups_in_Europe | Ethnic_groups_in_North_Africa | Ethnic_groups_in_South_Asia | Ethnic_groups_in_the_Middle_East | Ethno-cultural_designations | Ethnoreligious_groups | Israelites | Jews | Jews_and_Judaism | New_Testament_words_and_phrases | Religious_identity | Satan | Semitic_peoples | Synagogues | Tribe_of_Judah"
bn:00043492n,juif,Hebrew,NOUN,,A person belonging to the worldwide group claiming descent from Jacob (or converted to it) and connected by cultural or religious ties,"""Related_ethnic_groups""_needing_confirmation | All_articles_containing_potentially_dated_statements | All_articles_lacking_reliable_references | Ancient_peoples_of_the_Near_East | Articles_with_short_description | Book_of_Revelation | Christianity_and_antisemitism | Ethnic_groups_in_East_Africa | Ethnic_groups_in_Europe | Ethnic_groups_in_North_Africa | Ethnic_groups_in_South_Asia | Ethnic_groups_in_the_Middle_East | Ethno-cultural_designations | Ethnoreligious_groups | Israelites | Jews | Jews_and_Judaism | New_Testament_words_and_phrases | Religious_identity | Satan | Semitic_peoples | Synagogues | Tribe_of_Judah"
bn:00043492n,juif,Israelite,NOUN,,A person belonging to the worldwide group claiming descent from Jacob (or converted to it) and connected by cultural or religious ties,"""Related_ethnic_groups""_needing_confirmation | All_articles_containing_potentially_dated_statements | All_articles_lacking_reliable_references | Ancient_peoples_of_the_Near_East | Articles_with_short_description | Book_of_Revelation | Christianity_and_antisemitism | Ethnic_groups_in_East_Africa | Ethnic_groups_in_Europe | Ethnic_groups_in_North_Africa | Ethnic_groups_in_South_Asia | Ethnic_groups_in_the_Middle_East | Ethno-cultural_designations | Ethnoreligious_groups | Israelites | Jews | Jews_and_Judaism | New_Testament_words_and_phrases | Religious_identity | Satan | Semitic_peoples | Synagogues | Tribe_of_Judah"
bn:00021286n,affaire,company,NOUN,He only invests in large well-established companies | He started the company in his garage,An institution created to conduct business,Articles_with_short_description | Companies | Corporations | Legal_entities | Wikipedia_articles_incorporating_a_citation_from_the_1911_Encyclopaedia_Britannica_with_Wikisource_reference
bn:00047690n,affaire,topic,NOUN,He had been thinking about the subject for several years | He kept drifting off the topic | It is a matter for the police,Some situation or event that is thought about,Dichotomies | Linguistics | Semantics | Semantics_(linguistics) | Systemic_functional_linguistics | Word_order
bn:00047690n,affaire,subject,NOUN,He had been thinking about the subject for several years | He kept drifting off the topic | It is a matter for the police,Some situation or event that is thought about,Dichotomies | Linguistics | Semantics | Semantics_(linguistics) | Systemic_functional_linguistics | Word_order
bn:00047690n,affaire,issue,NOUN,He had been thinking about the subject for several years | He kept drifting off the topic | It is a matter for the police,Some situation or event that is thought about,Dichotomies | Linguistics | Semantics | Semantics_(linguistics) | Systemic_functional_linguistics | Word_order
bn:00047690n,affaire,matter,NOUN,He had been thinking about the subject for several years | He kept drifting off the topic | It is a matter for the police,Some situation or event that is thought about,Dichotomies | Linguistics | Semantics | Semantics_(linguistics) | Systemic_functional_linguistics | Word_order
bn:00007750n,affaire,back_matter,NOUN,,Written matter following the main text of a book,
bn:00007750n,affaire,end_matter,NOUN,,Written matter following the main text of a book,
bn:00001735n,affaire,affair,NOUN,,A usually secretive or illicit sexual relationship,Politics_by_issue | Sexual_fidelity
bn:00001735n,affaire,affaire,NOUN,,A usually secretive or illicit sexual relationship,Politics_by_issue | Sexual_fidelity
bn:00001735n,affaire,intimacy,NOUN,,A usually secretive or illicit sexual relationship,Politics_by_issue | Sexual_fidelity
bn:00001735n,affaire,liaison,NOUN,,A usually secretive or illicit sexual relationship,Politics_by_issue | Sexual_fidelity
bn:00001735n,affaire,involvement,NOUN,,A usually secretive or illicit sexual relationship,Politics_by_issue | Sexual_fidelity
bn:00001735n,affaire,amour,NOUN,,A usually secretive or illicit sexual relationship,Politics_by_issue | Sexual_fidelity
bn:00016403n,affaire,lawsuit,NOUN,The family brought suit against the landlord,A comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy,All_articles_with_unsourced_statements | Articles_with_short_description | Case_law | Lawsuits | Legal_disputes
bn:00016403n,affaire,suit,NOUN,The family brought suit against the landlord,A comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy,All_articles_with_unsourced_statements | Articles_with_short_description | Case_law | Lawsuits | Legal_disputes
bn:00016403n,affaire,case,NOUN,The family brought suit against the landlord,A comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy,All_articles_with_unsourced_statements | Articles_with_short_description | Case_law | Lawsuits | Legal_disputes
bn:00016403n,affaire,cause,NOUN,The family brought suit against the landlord,A comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy,All_articles_with_unsourced_statements | Articles_with_short_description | Case_law | Lawsuits | Legal_disputes
bn:00016403n,affaire,causa,NOUN,The family brought suit against the landlord,A comprehensive term for any proceeding in a court of law whereby an individual seeks a legal remedy,All_articles_with_unsourced_statements | Articles_with_short_description | Case_law | Lawsuits | Legal_disputes
bn:00014138n,affaire,occupation,NOUN,He's not in my line of business,The principal activity in your life that you do to earn money,Employment | Occupations
bn:00014138n,affaire,business,NOUN,He's not in my line of business,The principal activity in your life that you do to earn money,Employment | Occupations
bn:00014138n,affaire,job,NOUN,He's not in my line of business,The principal activity in your life that you do to earn money,Employment | Occupations
bn:00014138n,affaire,line_of_work,NOUN,He's not in my line of business,The principal activity in your life that you do to earn money,Employment | Occupations
bn:00014138n,affaire,line,NOUN,He's not in my line of business,The principal activity in your life that you do to earn money,Employment | Occupations
bn:00001734n,affaire,matter,NOUN,It is none of your affair | Several matters to attend to | Things are going well,A vaguely specified concern,
bn:00001734n,affaire,affair,NOUN,It is none of your affair | Several matters to attend to | Things are going well,A vaguely specified concern,
bn:00001734n,affaire,thing,NOUN,It is none of your affair | Several matters to attend to | Things are going well,A vaguely specified concern,
bn:00014139n,affaire,business,NOUN,It's none of your business | Mind your own business,A rightful concern or responsibility,
bn:00077248n,barre,tiller,NOUN,,Lever used to turn the rudder on a boat,All_articles_needing_additional_references | Control_devices | Sailboat_components | Sailing_ship_components | Watercraft_components
bn:00028633n,barre,drawbar,NOUN,,A strong metal bar bearing a hook to attach something to be pulled,Machine_tools | Metalworking_stubs
bn:00074156n,barre,steering_wheel,NOUN,,A handwheel that is used for steering,1898_introductions | Auto_parts | Control_devices | Human–machine_interaction | _archived_copy_as_title
bn:00074156n,barre,wheel,NOUN,,A handwheel that is used for steering,1898_introductions | Auto_parts | Control_devices | Human–machine_interaction | _archived_copy_as_title
bn:00008469n,barre,bar,NOUN,The boat ran aground on a submerged bar in the river,A submerged (or partly submerged) ridge in a river or along a shore,Fluvial_landforms | Geomorphology | Hydrology | River_islands | Sedimentology | Water_streams
bn:00008489n,barre,bar_sinister,NOUN,,A mark of bastardy; lines from top right to bottom left,All_articles_needing_additional_references | Articles_with_short_description | Heraldic_charges | Heraldic_ordinaries
bn:00008489n,barre,bend_sinister,NOUN,,A mark of bastardy; lines from top right to bottom left,All_articles_needing_additional_references | Articles_with_short_description | Heraldic_charges | Heraldic_ordinaries
bn:00043621n,barre,helm,NOUN,,Steering mechanism for a vessel; a mechanical device by which a vessel is steered,
bn:00008465n,barre,measure,NOUN,The orchestra omitted the last twelve bars of the song,Musical notation for a repeating pattern of musical beats,Musical_notation | Rhythm_and_meter
bn:00008465n,barre,bar,NOUN,The orchestra omitted the last twelve bars of the song,Musical notation for a repeating pattern of musical beats,Musical_notation | Rhythm_and_meter
bn:00080974n,barre,wheel,NOUN,,A circular helm to control the rudder of a vessel,Control_devices | Watercraft_components
bn:00008472n,barre,cake,NOUN,A bar of chocolate,A block of solid substance (such as soap or wax),
bn:00008472n,barre,bar,NOUN,A bar of chocolate,A block of solid substance (such as soap or wax),
bn:00008466n,barre,bar,NOUN,It was an excellent kick but the ball hit the bar,An obstruction (usually metal) placed at the top of a goal,
bn:00008464n,barre,bar,NOUN,There were bars in the windows to prevent escape,A rigid piece of metal or wood; usually used as a fastening or obstruction or weapon,
bn:00008474n,barre,bar,NOUN,,A horizontal rod that serves as a support for gymnasts as they perform exercises,
