ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
IT290,violento,noun,[no_synset],[no_synset_lemma],Chi ricorre alla forza per imporre la propria volontà a danno di altri.,dm,Suo padre è un violento.,dm,,,,,,,,
IT2953,disabili,noun,[no_synset],[no_synset_lemma],Termine dispregiativo per persone che mancano di determinate qualità specialmente fisiche.,dm,Quel ragazzo gioca come un disabile.,hn,,,,,,,,
IT3075,pseudo-,noun,[no_synset],[no_synset_lemma],"Che possiede solo in apparenza determinate caratteristiche, falso.",dm,"Pseudocultura, pseudoscienza.",dm,,,,,,,,
IT3274,cesso,noun,[no_synset],[no_synset_lemma],Luogo o cosa sporca o brutta.,dm,"La tua camera è un cesso, puliscila!",dm,,,,,,,,
IT3346,poliziotti,noun,[no_synset],[no_synset_lemma],"Chi vigila sul comportamento di qcn. in modo pedante o, talvolta, opprimente e irritante.",dm,Il direttore fa il poliziotto con i suoi dipendenti.,dm,,,,,,,,
IT3354,mafia,noun,[no_synset],[no_synset_lemma],"Gruppo di persone strettamente solidali fra loro allo scopo di conseguire, lecitamente o illecitamente, determinati vantaggi e difendere con ogni mezzo gli interessi della propria categoria.",dm,"È impossibile farsi assumere là, c’è tutta una mafia dietro.",hn,,,,,,,,
IT3400,parassiti,noun,[no_synset],[no_synset_lemma],Chi vive alle spalle degli altri senza lavorare.,dm,Essere un parassita della società.,dm,,,,,,,,
IT342,deficiente,noun,[no_synset],[no_synset_lemma],"Stupido, imbecille.",dm,Non fare il deficiente!,dm,,,,,,,,
IT347,idiota,noun,[no_synset],[no_synset_lemma],Chi è molto poco intelligente.,dm,"Guarda cosa hai combinato, idiota!",dm,,,,,,,,
IT353,scemo,noun,[no_synset],[no_synset_lemma],"Persona sciocca, di poca intelligenza.",dm,Ti comporti da scemo.,dm,,,,,,,,
IT357,imbecille,noun,[no_synset],[no_synset_lemma],Chi dimostra scarsa intelligenza.,dm,Essere preso per un imbecille.,dm,,,,,,,,
IT362,stupido,noun,[no_synset],[no_synset_lemma],"Chi è tardo nel comprendere, ottuso di mente, poco intelligente.",dm,Una ragazza stupida che non capisce niente.,dm,,,,,,,,
IT365,cretino,noun,[no_synset],[no_synset_lemma],"Chi è stupido, imbecille.",dm,È proprio un ragazzo cretino.,dm,,,,,,,,
IT3734,uccidere,noun,[no_synset],[no_synset_lemma],"Condurre, speialmente lentamente, alla morte.",dm,Quel lavoro lo ucciderà.,dm,,,,,,,,
IT3752,brutto,noun,[no_synset],[no_synset_lemma],Persona brutta.,dm,I brutti hanno più difficoltà nella vita.,hn,,,,,,,,
IT3781,clown,noun,[no_synset],[no_synset_lemma],Buffone.,dm,Il nostro capo è un clown che non sa lavorare.,hn,,,,,,,,
IT4057,violento,adjective,[no_synset],[no_synset_lemma],Che ricorre alla forza per imporre la propria volontà a danno di altri.,dm,Un uomo prepotente e violento.,dm,,,,,,,,
IT4068,pirla,noun,[no_synset],[no_synset_lemma],"Persona sciocca, sprovveduta.",dm,"Mario fa sempre stupidaggini, è proprio un pirla.",hn,,,,,,,,
IT4185,bastardo,adjective,[no_synset],[no_synset_lemma],Che è nato da un’unione illegittima.,dm,Il figlio bastardo del Re.,dm,,,,,,,,
IT4196,stronzata,noun,[no_synset],[no_synset_lemma],"Ciò che è fatto male, che risulta brutto o insulso.",dm,Il film era proprio una stronzata.,dm,,,,,,,,
IT4285,bugiardo,adjective,[no_synset],[no_synset_lemma],Che dice bugie.,dm,Una persona bugiarda.,dm,,,,,,,,
IT4395,idiota,adjective,[no_synset],[no_synset_lemma],Che è molto poco intelligente.,dm,Un ragazzo proprio idiota.,dm,,,,,,,,
IT4421,poveri,adjective,[no_synset],[no_synset_lemma],"Di stile, che manca di efficacia e originalità; banale, manierato.",dm,,,,,,,,,,
IT4437,imbecille,adjective,[no_synset],[no_synset_lemma],Che dimostra scarsa intelligenza,dm,Un comportamento imbecille.,hn,,,,,,,,
IT4438,scemo,adjective,[no_synset],[no_synset_lemma],"Dotato di scarsa intelligenza, di poco senno, tardo nel comprendere.",dm,"Ho capito, non sono mica scemo!",dm,,,,,,,,
IT4484,orgoglioso,adjective,[no_synset],[no_synset_lemma],Che ha una smodata considerazione di sé.,dm,Un uomo orgoglioso e arrogante.,dm,,,,,,,,
IT4591,bufala,noun,[no_synset],[no_synset_lemma],Cosa di scarso valore; fregatura.,dm,Questo libro è una bufala.,dm,,,,,,,,
IT48,illecito,noun,[no_synset],[no_synset_lemma],Atto o fatto contrario al diritto e alla legge.,dm,Commettere un illecito finanziario.,dm,,,,,,,,
IT497,banchiere,noun,[no_synset],[no_synset_lemma],Chi pensa solo agli aspetti economici di qualcosa.,dm,Il capo della cooperativa è un banchiere.,hn,,,,,,,,
IT508,barbarie,noun,[no_synset],[no_synset_lemma],"Atto efferato, disumano.",dm,Le barbarie commesse dagli invasori.,dm,,,,,,,,
IT609,intellettuale,noun,[no_synset],[no_synset_lemma],Chi ostenta superficiali interessi culturali.,dm,È solo un intellettuale senza capacità pratiche.,hn,,,,,,,,
IT704,menzogna,noun,[no_synset],[no_synset_lemma],"Affermazione contraria a ciò che è o si crede corrispondente a verità, pronunciata con l’intezione di ingannare e con fini malvagi o utilitaristici.",dm,Un discorso pieno di menzogne.,dm,,,,,,,,
IT713,gagà,noun,[no_synset],[no_synset_lemma],"Giovane affettato, che ostenta eleganza e raffinatezza.",dm,Tuo nonno era il gagà del paese.,hn,,,,,,,,
IT745,caos,noun,[no_synset],[no_synset_lemma],"Estremo disordine, grande confusione.",dm,In questa stanza regna il caos.,dm,,,,,,,,
IT796,stupido,adjective,[no_synset],[no_synset_lemma],"Che denota stupidità, scarsa intelligenza.",dm,Discorsi stupidi.,dm,,,,,,,,
IT815,gang,noun,[no_synset],[no_synset_lemma],Banda di malviventi.,dm,Quartiere infestato da gang rivali.,dm,,,,,,,,
IT842,delinquente,noun,[no_synset],[no_synset_lemma],"Persona malvagia o disonesta, mascalzone.",dm,Comportarsi da vero delinquente.,dm,,,,,,,,
IT867,criminale,noun,[no_synset],[no_synset_lemma],Estremamente riprovevole.,dm,Una politica criminale.,hn,,,,,,,,
