alignment id	EN	JA	IT	ES	NL	FR	DE	FI	PL	MK	PT	RU	ZH	ID	MS	CA	TL	RO	FA	SV	SL	AR	NO	DA	CS	SK	IS	HR	EL	BG	LT	UK	HE	VI	HU	ET	TR	LV	SR	GA	CY	SW	SQ	AF	HI	KO	MT	EU	BN	TH	GL	EO	SIMPLE
ALIGNMENT651	EN864, EN865, EN866, EN867, EN516, EN868, EN518, EN519, EN521, EN869, EN870, EN871, EN523, EN524, EN525, EN864, EN865, EN866, EN867, EN516, EN868, EN518, EN519, EN521, EN869, EN870, EN871, EN523, EN524, EN525, EN513, EN864, EN865, EN866, EN867, EN516, EN868, EN518, EN519, EN521, EN869, EN870, EN871, EN522, EN523, EN524, EN525	JA490, JA398, JA756, JA757, JA758, JA759, JA760, JA761, JA490, JA398, JA756, JA757, JA758, JA759, JA760, JA761, JA392, JA398, JA458, JA756, JA757, JA394, JA758, JA759, JA760, JA761, JA465	IT341, IT631, IT632, IT355, IT633, IT634, IT635, IT636, IT637, IT638, IT351, IT639, IT375, IT640, IT641, IT642, IT643, IT363, IT644, IT645, IT365, IT341, IT631, IT632, IT355, IT633, IT634, IT635, IT636, IT637, IT638, IT351, IT639, IT375, IT640, IT641, IT642, IT643, IT363, IT644, IT645, IT365, IT341, IT631, IT632, IT355, IT633, IT634, IT617, IT635, IT636, IT340, IT637, IT638, IT351, IT353, IT639, IT640, IT641, IT360, IT642, IT643, IT363, IT644, IT645, IT365	ES257, ES467, ES468, ES261, ES469, ES470, ES471, ES257, ES467, ES468, ES261, ES469, ES470, ES471, ES254, ES467, ES468, ES469, ES470, ES471	NL256, NL257, NL258, NL259, NL271, NL263, NL538, NL265, NL307, NL267, NL317, NL269, NL320, NL272, NL254, NL293, NL274, NL255, NL277, NL278, NL280, NL281, NL539, NL282, NL283, NL276, NL285, NL286, NL540, NL541, NL289, NL302, NL262, NL268, NL273, NL294, NL295, NL260, NL542, NL297, NL543, NL298, NL544, NL299, NL266, NL304, NL545, NL546, NL301, NL547, NL308, NL306, NL310, NL311, NL548, NL313, NL314, NL315, NL316, NL318, NL290, NL549, NL256, NL257, NL258, NL259, NL271, NL263, NL538, NL265, NL307, NL267, NL317, NL269, NL320, NL272, NL254, NL293, NL274, NL255, NL277, NL278, NL279, NL280, NL281, NL539, NL282, NL283, NL276, NL285, NL286, NL540, NL541, NL289, NL302, NL262, NL268, NL273, NL294, NL295, NL260, NL542, NL297, NL543, NL298, NL544, NL299, NL266, NL304, NL545, NL303, NL546, NL301, NL547, NL308, NL306, NL310, NL311, NL548, NL313, NL314, NL315, NL316, NL318, NL290, NL549, NL256, NL257, NL258, NL259, NL271, NL538, NL265, NL307, NL267, NL317, NL269, NL320, NL272, NL293, NL274, NL255, NL277, NL278, NL279, NL280, NL281, NL539, NL282, NL283, NL276, NL285, NL286, NL540, NL541, NL289, NL302, NL262, NL268, NL273, NL294, NL295, NL260, NL542, NL297, NL543, NL298, NL544, NL299, NL266, NL304, NL545, NL303, NL546, NL301, NL547, NL308, NL306, NL310, NL311, NL548, NL533, NL313, NL314, NL315, NL316, NL318, NL290, NL549	FR267, FR506, FR507, FR272, FR270, FR508, FR271, FR509, FR510, FR217, FR276, FR278, FR279, FR511, FR281, FR282, FR283, FR267, FR506, FR507, FR272, FR270, FR508, FR271, FR509, FR510, FR217, FR276, FR278, FR279, FR511, FR281, FR282, FR283, FR506, FR507, FR272, FR270, FR508, FR271, FR509, FR510, FR274, FR217, FR276, FR277, FR278, FR279, FR511, FR281, FR283	DE226, DE227, DE268, DE229, DE230, DE460, DE231, DE461, DE462, DE232, DE234, DE236, DE238, DE239, DE240, DE463, DE233, DE243, DE244, DE235, DE246, DE247, DE248, DE249, DE250, DE241, DE225, DE252, DE253, DE464, DE254, DE255, DE256, DE257, DE258, DE259, DE465, DE262, DE263, DE264, DE466, DE265, DE267, DE237, DE226, DE227, DE268, DE229, DE230, DE460, DE231, DE461, DE462, DE232, DE234, DE236, DE238, DE239, DE240, DE463, DE233, DE243, DE244, DE235, DE246, DE247, DE248, DE249, DE250, DE241, DE225, DE252, DE253, DE464, DE254, DE255, DE256, DE257, DE258, DE259, DE465, DE262, DE263, DE264, DE466, DE265, DE267, DE237, DE226, DE227, DE268, DE229, DE230, DE460, DE231, DE461, DE462, DE232, DE234, DE245, DE236, DE238, DE239, DE463, DE233, DE242, DE243, DE244, DE235, DE246, DE247, DE248, DE249, DE241, DE225, DE251, DE252, DE253, DE464, DE254, DE255, DE256, DE257, DE258, DE259, DE465, DE262, DE263, DE264, DE466, DE265, DE266, DE267, DE237	FI491, FI307, FI492, FI493, FI494, FI287, FI301, FI495, FI496, FI497, FI299, FI498, FI499, FI305, FI311, FI300, FI491, FI307, FI492, FI493, FI494, FI287, FI301, FI495, FI496, FI497, FI299, FI291, FI286, FI498, FI499, FI305, FI311, FI300, FI491, FI284, FI307, FI492, FI493, FI494, FI301, FI495, FI496, FI497, FI299, FI291, FI286, FI498, FI499, FI305, FI311, FI300	PL434, PL251, PL435, PL436, PL255, PL437, PL438, PL439, PL440, PL441, PL442, PL263, PL443, PL444, PL445, PL446, PL447, PL448, PL449, PL450, PL451, PL452, PL453, PL434, PL251, PL435, PL436, PL255, PL437, PL438, PL439, PL440, PL441, PL442, PL263, PL443, PL444, PL445, PL446, PL447, PL448, PL449, PL450, PL451, PL452, PL453, PL434, PL435, PL436, PL255, PL437, PL438, PL439, PL440, PL441, PL442, PL443, PL444, PL445, PL446, PL447, PL448, PL449, PL450, PL451, PL452, PL453		PT388, PT389, PT209, PT390, PT201, PT391, PT392, PT393, PT394, PT388, PT389, PT209, PT390, PT201, PT391, PT392, PT393, PT394, PT388, PT389, PT390, PT201, PT391, PT392, PT393, PT394	RU400, RU205, RU207, RU206, RU212, RU401, RU402, RU217, RU208, RU209, RU210, RU211, RU403, RU202, RU213, RU404, RU218, RU219, RU400, RU205, RU207, RU206, RU212, RU401, RU402, RU217, RU208, RU209, RU210, RU211, RU403, RU202, RU213, RU404, RU218, RU219, RU400, RU207, RU206, RU212, RU401, RU402, RU217, RU208, RU210, RU211, RU403, RU213, RU216, RU404, RU218, RU219	ZH376, ZH377, ZH241, ZH228, ZH229, ZH378, ZH379, ZH231, ZH237, ZH70, ZH233, ZH236, ZH380, ZH238, ZH381, ZH382, ZH376, ZH377, ZH241, ZH228, ZH229, ZH378, ZH379, ZH231, ZH237, ZH70, ZH233, ZH236, ZH380, ZH238, ZH381, ZH382, ZH376, ZH377, ZH378, ZH379, ZH231, ZH237, ZH70, ZH233, ZH236, ZH380, ZH238, ZH381, ZH382	ID361, ID362, ID363, ID364, ID231, ID361, ID362, ID363, ID364, ID231, ID361, ID362, ID222, ID363, ID364, ID231	MS357, MS358, MS359, MS213, MS360, MS357, MS358, MS359, MS213, MS360, MS357, MS358, MS359, MS213, MS360	CA211, CA399, CA400, CA401, CA246, CA402, CA212, CA211, CA399, CA400, CA401, CA246, CA402, CA212, CA211, CA399, CA400, CA401, CA246, CA402, CA398	TL528, TL529, TL277, TL530, TL531, TL532, TL533, TL528, TL529, TL277, TL530, TL531, TL532, TL533, TL528, TL529, TL530, TL531, TL532, TL533	RO419, RO420, RO421, RO422, RO235, RO423, RO233, RO424, RO242, RO231, RO425, RO426, RO247, RO236, RO419, RO420, RO421, RO422, RO235, RO423, RO233, RO424, RO242, RO231, RO425, RO426, RO247, RO236, RO419, RO420, RO421, RO422, RO235, RO423, RO233, RO424, RO425, RO426, RO236	FA414, FA415, FA416, FA268, FA417, FA418, FA419, FA414, FA415, FA416, FA268, FA417, FA418, FA419, FA414, FA415, FA416, FA268, FA417, FA418, FA248, FA419	SV329, SV330, SV331, SV332, SV196, SV333, SV334, SV335, SV336, SV329, SV330, SV331, SV332, SV196, SV333, SV334, SV335, SV336, SV329, SV330, SV331, SV332, SV188, SV333, SV334, SV335, SV336	SL188, SL377, SL378, SL208, SL379, SL380, SL381, SL382, SL212, SL383, SL384, SL188, SL377, SL378, SL208, SL379, SL380, SL307, SL381, SL382, SL212, SL383, SL384, SL373, SL377, SL378, SL379, SL380, SL307, SL381, SL382, SL383, SL384	AR333, AR334, AR335, AR336, AR337, AR338, AR206, AR333, AR334, AR335, AR336, AR337, AR338, AR206, AR333, AR334, AR335, AR336, AR337, AR338	NO321, NO322, NO323, NO324, NO325, NO326, NO327, NO328, NO321, NO322, NO323, NO324, NO325, NO326, NO327, NO328, NO321, NO322, NO323, NO324, NO325, NO326, NO327, NO328	DA297, DA298, DA299, DA300, DA301, DA302, DA173, DA303, DA297, DA298, DA299, DA300, DA301, DA302, DA173, DA303, DA297, DA298, DA299, DA300, DA301, DA302, DA303	CS300, CS301, CS302, CS303, CS304, CS305, CS306, CS300, CS301, CS302, CS303, CS304, CS305, CS306, CS300, CS301, CS302, CS303, CS304, CS305, CS306	SK283, SK284, SK285, SK286, SK168, SK287, SK288, SK154, SK289, SK157, SK290, SK291, SK292, SK283, SK284, SK285, SK286, SK168, SK287, SK288, SK154, SK289, SK157, SK290, SK291, SK292, SK283, SK284, SK285, SK286, SK287, SK288, SK154, SK289, SK157, SK290, SK291, SK292	IS271, IS272, IS273, IS274, IS275, IS276, IS277, IS278, IS271, IS272, IS273, IS274, IS275, IS276, IS277, IS278, IS271, IS272, IS273, IS274, IS275, IS276, IS277, IS278	HR277, HR278, HR279, HR280, HR281, HR162, HR282, HR277, HR278, HR279, HR280, HR281, HR162, HR282, HR277, HR278, HR279, HR280, HR161, HR281, HR282	EL307, EL308, EL309, EL187, EL310, EL311, EL312, EL313, EL307, EL308, EL309, EL187, EL310, EL311, EL312, EL313, EL307, EL308, EL309, EL187, EL310, EL311, EL312, EL313	BG280, BG158, BG281, BG282, BG153, BG283, BG284, BG285, BG280, BG158, BG281, BG282, BG153, BG283, BG284, BG285, BG280, BG281, BG282, BG283, BG284, BG285	LT279, LT162, LT152, LT280, LT159, LT281, LT167, LT282, LT283, LT284, LT279, LT162, LT152, LT280, LT159, LT281, LT167, LT282, LT283, LT284, LT279, LT151, LT280, LT159, LT281, LT282, LT283, LT284	UK151, UK282, UK283, UK284, UK149, UK285, UK286, UK151, UK282, UK283, UK284, UK149, UK285, UK286, UK151, UK152, UK282, UK283, UK284, UK285, UK286	HE253, HE254, HE255, HE256, HE257, HE258, HE259, HE260, HE253, HE254, HE255, HE256, HE257, HE258, HE259, HE260, HE253, HE254, HE255, HE256, HE257, HE258, HE259, HE250, HE260	VI154, VI261, VI262, VI263, VI264, VI265, VI266, VI154, VI261, VI262, VI263, VI264, VI265, VI266, VI261, VI262, VI263, VI264, VI265, VI266	HU260, HU261, HU262, HU150, HU263, HU264, HU265, HU266, HU154, HU260, HU261, HU262, HU150, HU263, HU264, HU265, HU266, HU154, HU260, HU261, HU262, HU263, HU264, HU265, HU266	ET259, ET260, ET261, ET262, ET263, ET264, ET265, ET259, ET260, ET261, ET262, ET263, ET264, ET265, ET259, ET260, ET261, ET262, ET263, ET144, ET264, ET265	TR131, TR235, TR236, TR237, TR238, TR239, TR131, TR235, TR236, TR237, TR238, TR239, TR235, TR236, TR237, TR238, TR239	LV249, LV250, LV251, LV145, LV252, LV253, LV249, LV250, LV251, LV145, LV252, LV253, LV249, LV250, LV251, LV252, LV253	SR249, SR250, SR251, SR252, SR137, SR253, SR254, SR249, SR250, SR251, SR252, SR137, SR253, SR254, SR249, SR250, SR251, SR252, SR245, SR253, SR254	GA243, GA244, GA245, GA246, GA247, GA248, GA249, GA250, GA243, GA244, GA245, GA246, GA247, GA248, GA249, GA250, GA243, GA244, GA245, GA246, GA247, GA248, GA249, GA250	CY237, CY238, CY239, CY240, CY241, CY242, CY243, CY244, CY237, CY238, CY239, CY240, CY241, CY242, CY243, CY244, CY237, CY238, CY239, CY240, CY241, CY242, CY243, CY244	SW245, SW125, SW246, SW247, SW248, SW129, SW249, SW250, SW251, SW245, SW125, SW246, SW247, SW248, SW129, SW249, SW250, SW251, SW245, SW125, SW246, SW247, SW248, SW129, SW249, SW250, SW251	SQ245, SQ246, SQ247, SQ160, SQ248, SQ150, SQ249, SQ245, SQ246, SQ247, SQ160, SQ248, SQ150, SQ249, SQ245, SQ246, SQ247, SQ160, SQ248, SQ142, SQ249	AF219, AF220, AF221, AF222, AF223, AF116, AF224, AF225, AF219, AF220, AF221, AF222, AF223, AF116, AF224, AF225, AF219, AF220, AF221, AF222, AF223, AF224, AF225	HI221, HI222, HI223, HI224, HI128, HI225, HI226, HI227, HI221, HI222, HI223, HI224, HI128, HI225, HI226, HI227, HI221, HI222, HI223, HI224, HI225, HI226, HI227	KO210, KO211, KO212, KO213, KO214, KO215, KO210, KO211, KO212, KO213, KO214, KO215, KO210, KO211, KO212, KO213, KO214, KO215	MT231, MT232, MT233, MT234, MT235, MT236, MT237, MT238, MT231, MT232, MT233, MT234, MT235, MT236, MT237, MT238, MT231, MT232, MT233, MT234, MT235, MT236, MT237, MT238	EU179, EU180, EU105, EU108, EU179, EU180, EU112, EU105, EU108, EU179, EU180, EU105, EU108, EU103	BN76, BN76, BN76	TH66, TH71, TH66, TH71			
ALIGNMENT652	EN4029, EN4030, EN4031, EN4032, EN4033, EN4034, EN4035, EN4036, EN4037, EN4038, EN4039, EN4040, EN4041, EN4042	JA2841, JA2842, JA2843, JA2844	IT2529, IT2530, IT2531, IT2532	ES2158, ES2159, ES2160	NL2141, NL2142, NL2143, NL2144, NL2145, NL2146	FR2086, FR2087, FR2088, FR2089, FR2090, FR2091, FR2092, FR2093, FR2094, FR2095, FR2096, FR2097, FR2098	DE1915, DE1916, DE1917, DE1918, DE1919, DE1920, DE1921, DE1922, DE1923, DE1924	FI2028, FI2029, FI2030, FI2031, FI2032, FI2033	PL2024, PL2025, PL2026, PL2027		PT1664, PT1665, PT1666	RU1833, RU1834, RU1835, RU1836, RU1837, RU1838, RU1839, RU1840, RU1841, RU1842	ZH1646, ZH1647, ZH1648, ZH1649, ZH1650, ZH1651, ZH1652, ZH1653	ID1490, ID1491	MS1547, MS1548	CA1565, CA1566, CA1567, CA1568, CA1569, CA1570, CA1571, CA1572, CA1573	TL1626, TL1627, TL1628, TL1629, TL1630, TL1631, TL1632, TL1633, TL1634, TL1635, TL1636, TL1637	RO1638, RO1639, RO1640, RO1641, RO1642	FA1641, FA1642, FA1643, FA1644, FA1645, FA1646, FA1647, FA1648	SV1498, SV1499, SV1500, SV1501, SV1502	SL1620, SL1621, SL1622, SL1623, SL1624	AR1393, AR1394, AR1395, AR1396, AR1397, AR1398, AR1399, AR1400	NO1358, NO1359, NO1360, NO1361, NO1362	DA1296, DA1297, DA1298, DA1299	CS1315, CS1316, CS1317, CS1318, CS1319	SK1294, SK1295, SK1296, SK1297, SK1298, SK1299	IS1350, IS1351	HR1241, HR1242, HR1243, HR1244, HR1245, HR1246	EL1320, EL1321, EL1322, EL1323	BG1224, BG1225, BG1226, BG1227, BG1228, BG1229	LT1218, LT1219, LT1220, LT1221	UK1256, UK1257, UK1258, UK1259, UK1260, UK1261, UK1262	HE1233, HE1234, HE1235, HE1236	VI1186, VI1187, VI1188, VI1189, VI1190	HU1220, HU1221, HU1222	ET1165, ET1166, ET1167, ET1168, ET1169, ET1170	TR1079, TR1080, TR1081, TR1082, TR1083, TR1084, TR1085	LV1148, LV1149, LV1150, LV1151, LV1152, LV1153, LV1154	SR1112, SR1113, SR1114, SR1115, SR1116, SR1117, SR1118, SR1119	GA1145, GA1146, GA1147, GA1148, GA1149	CY1092, CY1093, CY1094, CY1095	SW1100, SW1101, SW1102, SW1103	SQ1090, SQ1091, SQ1092	AF1059, AF1060, AF1061	HI1037, HI1038	KO1019, KO1020	MT1070, MT1071	EU672	BN449, BN450, BN451, BN452, BN453, BN454, BN455, BN456, BN457, BN458, BN459, BN460, BN461, BN462		GL363, GL364	EO288, EO289, EO290	SIMPLE286, SIMPLE287
ALIGNMENT653	EN6530, EN6531, EN6532, EN6533	JA4456, JA4457, JA4458, JA4459	IT3772, IT3773	ES3344, ES3345	NL3289	FR3184, FR3185, FR3186, FR3187	DE2985, DE2986, DE2987	FI3179, FI3180, FI3181	PL3162	MK2946	PT2589, PT2590, PT2591	RU2895	ZH2690, ZH2691	ID2343, ID2344, ID2345	MS2404, MS2405	CA2433, CA2434	TL3052	RO2544, RO2545	FA2663	SV2418	SL2532, SL2533, SL2534, SL2535	AR2289, AR2290, AR2291, AR2292, AR2293	NO2205	DA2077, DA2078	CS2052	SK2032	IS2179	HR1952, HR1953, HR1954	EL2034, EL2035	BG1961, BG1962, BG1963	LT1913	UK1993	HE1947, HE1948	VI1890, VI1891	HU1862	ET1844	TR1681	LV1847	SR1781, SR1782	GA1808	CY1743	SW1725	SQ1723	AF1652, AF1653	HI1612	KO1596, KO1597	MT1672	EU1012		TH948	GL597	EO505, EO506	
ALIGNMENT654	EN8002, EN8003, EN8004, EN8005, EN8006	JA5676, JA5677, JA5678, JA5679, JA5680, JA5681, JA5682, JA5683	IT4633, IT4634, IT4635, IT4636	ES4149	NL4131, NL4132	FR4008	DE3686, DE3687	FI4081, FI4082, FI1810, FI4083, FI4084			PT3189			ID3048, ID3049	MS3145, MS3146			RO3162, RO1462, RO3163	FA3240		SL3231, SL3232, SL1761, SL3233																																
ALIGNMENT655	EN6788		IT1934, IT1939, IT1937, IT3942, IT1933, IT3943, IT1938, IT1935, IT1940, IT1941, IT1942, IT1943, IT1936, IT3944, IT1945	ES1586, ES1589				FI1561			PT2677			ID2509, ID2510, ID2511, ID2512, ID2513, ID2514, ID2515, ID1145, ID2516, ID1143, ID2517	MS2569, MS2570, MS2571, MS1177, MS2572, MS2573	CA2534, CA2535, CA2536		RO2649				AR2358, AR2359, AR2360, AR2361																										EU1070, EU1071, EU1072					
ALIGNMENT656	EN2045, EN2046, EN2047, EN2048, EN2049	JA1584, JA1585, JA1586, JA1587, JA1588, JA1589, JA1590, JA1591	IT1447, IT1448, IT1449, IT1450, IT1451, IT1452, IT1453		NL1209, NL1210, NL468	FR1124, FR1125, FR1126		FI1088, FI1089	PL1046, PL1047, PL1048, PL1049, PL1050, PL1051, PL1052, PL1053, PL1054, PL1055, PL1056, PL1057		PT861, PT862, PT863			ID800, ID528, ID310	MS827, MS527, MS304	CA839, CA840, CA841, CA842	TL903	RO886, RO887, RO888	FA854		SL859	AR725	NO705	DA667	CS671	SK685	IS700	HR649	EL676	BG649	LT644	UK638		VI626	HU601	ET603		LV598	SR568	GA585	CY560	SW577	SQ558	AF537		KO534	MT555	EU372		TH308, TH309, TH310			
ALIGNMENT657	EN7503, EN7504, EN7505, EN7506, EN7507	JA5350, JA5351, JA5352, JA5353, JA5354, JA5355, JA5356, JA5357, JA5358, JA5359	IT4394	ES3853, ES3854		FR3766		FI3858, FI3859, FI3860	PL3651, PL3652		PT2996		ZH3225, ZH3226, ZH3227, ZH3228, ZH3229	ID2878	MS2955	CA2879, CA2880, CA2881, CA2882		RO2981, RO2982, RO2983	FA3033																															TH1143			
ALIGNMENT658	EN7508	JA5360, JA5361, JA5362, JA5363, JA5364, JA5365, JA5366, JA5367, JA5368, JA5369, JA5370, JA5371, JA5372, JA5373, JA5374, JA5375	IT4395, IT4396, IT4397	ES3855, ES3856, ES3857, ES3858, ES3859, ES3860	NL3847, NL3848, NL3849, NL3850, NL3851, NL3852, NL3853, NL3854, NL3855, NL3856, NL3857, NL3858, NL3859, NL3860, NL3861, NL3862, NL3863, NL3864	FR1863, FR3767, FR3768, FR3769, FR3770, FR3771	DE3429, DE3430, DE3431, DE3432	FI3861, FI3862, FI3863, FI3864		MK3426	PT2997, PT2998	RU3288, RU3289, RU3290, RU3291, RU3292	ZH3230, ZH3231, ZH3232	ID2879, ID2880	MS2956, MS2957	CA2883, CA2884, CA2885	TL3441	RO2984, RO2985, RO2986	FA3034, FA3035, FA3036, FA3037, FA3038, FA3039, FA3040	SV2750, SV2751, SV2752, SV2753	SL3058, SL3059, SL3060	AR2615, AR2616	NO2469	DA2338, DA2339, DA2340	CS2330, CS2331	SK2352, SK2353	IS2503, IS2504, IS2505, IS2506, IS2507, IS2508, IS2509, IS2510, IS2511, IS2512, IS2513, IS2514, IS2515, IS2516, IS2517, IS2518, IS2519, IS2520, IS2521, IS2522, IS2523, IS2524, IS2525, IS2526, IS2527, IS2528, IS2529, IS2530	HR2270	EL2330, EL2331	BG2246, BG2247, BG2248	LT2161, LT2162	UK2226, UK2227	HE2210, HE2211, HE2212, HE2213	VI2134	HU2102	ET2074, ET2075	TR1903, TR1904, TR1905, TR1906, TR1907	LV2076, LV2077, LV2078, LV2079	SR2032	GA2044, GA2045	CY1972	SW1956	SQ1953	AF1864		KO1800, KO1801	MT1875		BN1144	TH1144	GL715, GL716	EO572, EO573	
ALIGNMENT659	EN2214, EN2215, EN2216, EN2217	JA1735, JA1736, JA1737, JA1738	IT1558, IT1559, IT1560, IT1561	ES1194, ES1195, ES1196	NL1328, NL1329, NL1330, NL1331	FR1234, FR1235, FR1236, FR1237	DE1095, DE1096, DE1097, DE1098	FI1200, FI156, FI1201, FI1202, FI1203	PL1169, PL1170, PL1171, PL1172		PT953, PT954, PT955, PT956	RU1080, RU116, RU1081	ZH943, ZH944, ZH945	ID883, ID884, ID885, ID886	MS912, MS913, MS914, MS915	CA930, CA931, CA932, CA933, CA934, CA935, CA936, CA937	TL978, TL979, TL980, TL981	RO942, RO967, RO968, RO969, RO945, RO970, RO131	FA933, FA934, FA935, FA936	SV836, SV837, SV838, SV839	SL943, SL944, SL945, SL946	AR808, AR809, AR810, AR811	NO781, NO782, NO783, NO784	DA740, DA741, DA742, DA743	CS749, CS750, CS751, CS752	SK761, SK762, SK763	IS782, IS783, IS784, IS785	HR726, HR727, HR728, HR729	EL760, EL761, EL762, EL763	BG715, BG89, BG716, BG717	LT707, LT708, LT709, LT710	UK717, UK718, UK86	HE674, HE675, HE676, HE677	VI687, VI688, VI689, VI690	HU666, HU667, HU668, HU669	ET669, ET670, ET671, ET672	TR615, TR616, TR80, TR617	LV664, LV665, LV666, LV667	SR641, SR642, SR643, SR644	GA650, GA651, GA652, GA653	CY618, CY619, CY620, CY621	SW632, SW633, SW634, SW635	SQ621, SQ622, SQ623, SQ624	AF592, AF593, AF594, AF595, AF596	HI593, HI594, HI595, HI596	KO590, KO576, KO591, KO592	MT608, MT609, MT610, MT611	EU56, EU413					
ALIGNMENT660	EN7904, EN7905, EN7906, EN7907, EN7908, EN7909, EN7910	JA5633	IT4588, IT4589	ES4029, ES4030	NL4081, NL4082, NL4083	FR3943, FR3944	DE3620, DE3621	FI4027, FI4028	PL3795		PT3143, PT3144, PT3145	RU3448, RU3449	ZH3410	ID3019	MS3122, MS3123	CA3019, CA3020	TL3578, TL3579	RO3133	FA3202, FA3203	SV2899, SV2900	SL3192		NO2599, NO2600	DA2462, DA2463	CS2467, CS2468, CS2469	SK2461, SK2462, SK2463	IS2672, IS2673	HR2374	EL2436, EL2437	BG2358	LT2268, LT2269	UK2330		VI2224	HU2202	ET2173, ET2174	TR2008, TR2009		SR2126	GA2142, GA2143	CY2067, CY2068	SW2044		AF1956, AF1957	HI1900, HI1901								
ALIGNMENT661			IT4422, IT4423, IT4424, IT4425										ZH3258	ID2899, ID2900, ID2901, ID2902, ID2903, ID2904	MS2976, MS2977, MS2978, MS2979, MS2980, MS2981, MS2982, MS2983												IS2545, IS2546, IS2547, IS2548, IS2549, IS2550, IS2551, IS2552, IS2553, IS2554, IS2555, IS2556, IS2557, IS2558, IS2559, IS2560, IS2561, IS2562																										
ALIGNMENT662	EN362, EN363		IT240, IT241					FI201, FI202, FI203, FI204, FI205					ZH147					RO157			SL137																																
