alignment id	EN	JA	IT	ES	NL	FR	DE	FI	PL	MK	PT	RU	ZH	ID	MS	CA	TL	RO	FA	SV	SL	AR	NO	DA	CS	SK	IS	HR	EL	BG	LT	UK	HE	VI	HU	ET	TR	LV	SR	GA	CY	SW	SQ	AF	HI	KO	MT	EU	BN	TH	GL	EO	SIMPLE
ALIGNMENT631	EN4214, EN4215, EN4214, EN4215	JA2944, JA2945, JA2944, JA2945	IT2631, IT2631, IT2623	ES2305, ES2306, ES644, ES2305, ES2306	NL2228, NL2220, NL2228	FR2198, FR2199, FR2198, FR2199	DE2025, DE2026, DE2017, DE2025, DE2026	FI2124, FI2125, FI2126, FI2127, FI2124, FI2125, FI2126, FI2127	PL2102, PL2103, PL2102, PL2103		PT1739, PT1740, PT1739, PT1740	RU1933, RU1934, RU1935, RU1936, RU1937, RU1938, RU1933, RU1934, RU1935, RU1936, RU1937, RU1938	ZH1724, ZH1725, ZH1724, ZH1725	ID1559, ID1560, ID1559, ID1560	MS1613, MS1614, MS1615, MS1613, MS1614, MS1615	CA1639, CA1639, CA1017	TL1746, TL1746	RO1708, RO1709, RO1708, RO1702, RO1709	FA1723, FA1724, FA1723, FA1724	SV1575, SV1576, SV1575, SV1576	SL1688, SL1689, SL1688, SL1689	AR1466, AR1467, AR1466, AR1467	NO1425, NO1426, NO1425, NO1426	DA1360, DA1361, DA1360, DA1361	CS1383, CS1384, CS1383, CS1384	SK1350, SK1351, SK1352, SK1353, SK1354, SK1355, SK1356, SK1357, SK1350, SK1351, SK1352, SK1353, SK1354, SK1355, SK1356, SK1357	IS1408, IS1409, IS1408, IS1409	HR1302, HR1302	EL1378, EL1379, EL1378, EL1379	BG1284, BG1285, BG1284, BG1285	LT1276, LT1277, LT1276, LT1277	UK1320, UK1321, UK1320, UK1321	HE1296, HE1297, HE1296, HE1297	VI1245, VI1246, VI1245, VI1246	HU1275, HU1276, HU1275, HU1276	ET1225, ET1226, ET1225, ET1226	TR1133, TR1134, TR1133, TR1134	LV1221, LV1222, LV1221, LV1222	SR1184, SR1184	GA1212, GA1213, GA1212, GA1213	CY1153, CY1154, CY1153, CY1154	SW1156, SW1157, SW1156, SW1157	SQ1148, SQ1149, SQ1148, SQ1149	AF1114, AF1114, AF1111	HI1081, HI1082, HI1081, HI1082	KO1068, KO1069, KO1068, KO1069	MT1126, MT1127, MT1126, MT1127						
ALIGNMENT632	EN7563		IT4453	ES3618	NL3909	FR3816		FI3901		MK3430			ZH3295, ZH3296			CA2926																																		TH1166	GL734		
ALIGNMENT633	EN5594	JA3957, JA3958, JA3959, JA3960, JA3961, JA3962, JA3963, JA3964, JA3965												ID2075	MS2141, MS2142			RO2248								SK1760					LT1666		HE1695															EU898, EU899, EU900, EU901		TH829			
ALIGNMENT634	EN7348, EN7349, EN7350, EN7351, EN7352, EN7353, EN7354, EN7355, EN7356, EN7357, EN7358, EN6675	JA5221, JA5222, JA5223, JA5224, JA5225, JA5226, JA5227, JA5228, JA5229, JA5230, JA5231, JA5232, JA5233, JA5234, JA5235, JA5236, JA5237, JA5238, JA5239, JA5240, JA5241, JA5242, JA5243, JA5244, JA5245	IT4312, IT4313, IT4314, IT4315, IT3871	ES3775, ES3776, ES3777, ES3778, ES3779, ES3780, ES3781, ES3782	NL3765, NL3766, NL3767, NL3768	FR3668, FR3669, FR3670, FR3671, FR3672, FR3673		FI3759, FI3760, FI3761, FI3762, FI3763, FI3297, FI3764			PT2939, PT2940, PT2941		ZH3141, ZH3142, ZH3143, ZH3144	ID2803, ID2804, ID2805, ID2806, ID2807, ID2808, ID2809, ID2810, ID2811, ID2812, ID2813, ID2814, ID2815, ID2816, ID2817, ID2818, ID2819, ID2820, ID2821, ID2822, ID2823	MS2876, MS2877, MS2878, MS2879, MS2880, MS2881, MS2882, MS2883, MS2884, MS2885, MS2886, MS2887, MS2888, MS2889, MS2890, MS2891, MS2892, MS2893, MS2894, MS2895	CA2810, CA2811, CA2812		RO2903, RO2604, RO2904, RO2905, RO2906	FA2955, FA2956		SL2974, SL2975, SL2976, SL2977, SL2978, SL2979, SL2980					SK2303, SK2304, SK2305, SK2306, SK2307, SK2308, SK2309																						EU1167, EU1168, EU1169, EU1170, EU1171		TH1118, TH1119, TH1120, TH1121			
ALIGNMENT635	EN2220, EN2221, EN2222, EN2223	JA1741, JA1742, JA1743	IT1565, IT1566, IT1567, IT1568	ES941, ES1199, ES1200, ES1201	NL1336, NL1337, NL1338, NL1339, NL1340, NL980	FR1244, FR1245, FR1246, FR1247, FR1248, FR1249	DE1102, DE1103	FI109, FI1209, FI1210, FI1211, FI1212	PL1177		PT959, PT960, PT961, PT962	RU1087, RU1088, RU1089, RU1090	ZH951, ZH952	ID889, ID890, ID891	MS918, MS919, MS920, MS921	CA940, CA941, CA942, CA943	TL984, TL985	RO973, RO974, RO975	FA939, FA940	SV843, SV844	SL949, SL950, SL951, SL952, SL953, SL954	AR814, AR815, AR816	NO787, NO788, NO789	DA746, DA747, DA748	CS756, CS757, CS758	SK766, SK767, SK768, SK769	IS788, IS789, IS790, IS791	HR732, HR733	EL766, EL767, EL768, EL769, EL770	BG721	LT714, LT715, LT716, LT717	UK722, UK723, UK724	HE681, HE682, HE683	VI693, VI694, VI695, VI696	HU499, HU673, HU674	ET675, ET676, ET677	TR620, TR621, TR622	LV670, LV671	SR647, SR648	GA656, GA657, GA658, GA659	CY624, CY625, CY626, CY627	SW638, SW639, SW640, SW641	SQ627, SQ628, SQ629	AF599, AF600, AF601, AF602	HI600, HI601, HI602	KO595	MT614, MT615, MT616, MT617	EU414, EU415		TH349, TH350	GL229, GL230, GL231		
ALIGNMENT636	EN6663, EN6664, EN6665, EN6666, EN6667, EN6668, EN6669, EN6670, EN6671, EN6672, EN6673, EN6674, EN6675, EN6676, EN6677, EN6663, EN6664, EN6665, EN6666, EN6667, EN6668, EN6669, EN6670, EN6671, EN6672, EN6673, EN6674, EN6676, EN6677	JA4542, JA4543, JA4544, JA4545, JA4546, JA4547, JA4548, JA4549, JA4550, JA4551, JA4552, JA4553, JA4554, JA4555, JA4556, JA4557, JA4558, JA4559, JA4560, JA4542, JA4543, JA4544, JA4545, JA4546, JA4547, JA4548, JA4549, JA4550, JA4551, JA4552, JA4553, JA4554, JA4555, JA4556, JA4557, JA4558, JA4559, JA4560	IT3868, IT3869, IT3870, IT3871, IT3872, IT3873, IT3868, IT3869, IT3870, IT3872, IT3873	ES3398, ES3399, ES3400, ES3401, ES3402, ES3403, ES3404, ES3398, ES3399, ES3400, ES3401, ES3402, ES3403, ES3404	NL3366, NL3367, NL3368, NL3366, NL3367, NL3368	FR3255, FR3256, FR3257, FR3258, FR3259, FR3260, FR3261, FR3262, FR3263, FR3255, FR3256, FR3257, FR3258, FR3259, FR3260, FR3261, FR3262, FR3263	DE3033, DE3034, DE3035, DE3036, DE3037, DE3038, DE3039, DE3040, DE3041, DE3042, DE3043, DE3033, DE3034, DE3035, DE3036, DE3037, DE3038, DE3039, DE3040, DE3041, DE3042, DE3043	FI3289, FI3290, FI3291, FI3292, FI3293, FI3294, FI3295, FI3296, FI3297, FI3298, FI3289, FI3290, FI3291, FI3292, FI3293, FI3294, FI3295, FI3296, FI3298	PL3206, PL3207, PL3208, PL3209, PL3210, PL3211, PL3212, PL3213, PL3214, PL3215, PL3216, PL3206, PL3207, PL3208, PL3209, PL3210, PL3211, PL3212, PL3213, PL3214, PL3215, PL3216		PT2643, PT2644, PT2645, PT2646, PT2647, PT2643, PT2644, PT2645, PT2646, PT2647	RU2935, RU2936, RU2937, RU2938, RU2939, RU2935, RU2936, RU2937, RU2938, RU2939	ZH2744, ZH2745, ZH2746, ZH2747, ZH2748, ZH2749, ZH2744, ZH2745, ZH2746, ZH2747, ZH2748, ZH2749	ID2437, ID2438, ID2437, ID2438	MS2501, MS2502, MS2503, MS2501, MS2502, MS2503	CA2491, CA2492, CA2491, CA2492		RO2604, RO2605, RO2121, RO2606, RO2607, RO2605, RO2121, RO2606, RO2607	FA2704, FA2705, FA2706, FA2707, FA2708, FA2709, FA2704, FA2705, FA2706, FA2707, FA2708, FA2709		SL2589, SL2590, SL2591, SL2592, SL2593, SL2594, SL2595, SL2596, SL2597, SL2589, SL2590, SL2591, SL2592, SL2593, SL2594, SL2595, SL2596, SL2597				CS2083, CS2083	SK2065, SK2066, SK2067, SK2068, SK2069, SK2070, SK2071, SK2065, SK2066, SK2067, SK2068, SK2069, SK2070, SK2071			EL2075, EL2075				HE1973, HE1973															EU1052, EU1053, EU1052, EU1053		TH985, TH985			
ALIGNMENT637	EN5978, EN5979, EN5980, EN5981	JA4228, JA4229, JA4230, JA4231, JA4232		ES3166	NL3133	FR3011	DE2815, DE2816	FI2995, FI2996	PL2954		PT2429, PT2430, PT2431	RU2728	ZH2513, ZH2514		MS2275	CA2299	TL2903	RO2392	FA2472, FA2473	SV2255	SL2393		NO2034, NO2035		CS1920	SK1894	IS2039, IS2040	HR1828, HR1829	EL1916	BG1833	LT1789	UK1855	HE1848	VI1769	HU1749	ET1713	TR1577, TR1578	LV1733	SR1676	GA1690	CY1627	SW1610	SQ1609	AF1548	HI908		MT1564			TH877		EO475	
ALIGNMENT638			IT1328																																																		
ALIGNMENT639	EN4028	JA2839, JA2840	IT2528	ES2157	NL2140	FR2084, FR2085	DE1914	FI2027	PL2023		PT1663	RU1832	ZH1645	ID1489	MS1546	CA1563, CA1564	TL1625	RO1636, RO1637	FA1639, FA1640	SV1497	SL1619	AR1392	NO1357	DA1294, DA1295	CS1314	SK1293	IS1349	HR1240	EL1319	BG1223	LT1217	UK1255	HE1232	VI1185	HU1219	ET1164	TR1078	LV1147	SR1111	GA1144	CY1091	SW1099	SQ1089	AF1058	HI1036	KO1018	MT1069	EU671		TH569	GL361, GL362	EO287	
ALIGNMENT640		JA2855	IT2537		NL2148, NL2765					MK1459, MK2245				ID1971		CA1576, CA2006		RO2103					NO1762								LT1553		HE1237	VI1539			TR1403			GA1470	CY1418		SQ1420							TH766, TH767			
ALIGNMENT641	EN7099	JA5025, JA5026, JA5027, JA5028	IT4148, IT4149	ES3616, ES3617	NL3625, NL3626	FR3499, FR3500, FR3501	DE3256, DE3257	FI3573, FI3574	PL3447	MK3202	PT2821, PT2822, PT2823, PT2824	RU3097, RU3098	ZH2972, ZH2973, ZH2974, ZH2975, ZH2976, ZH2977, ZH2978, ZH2979, ZH2980, ZH2981, ZH2982	ID2675, ID2676, ID2677, ID2678	MS2744	CA2678	TL3301	RO2778	FA2860	SV2605, SV2606	SL2833, SL2834	AR2468, AR2469, AR2470	NO2342	DA2209, DA2210	CS2205, CS2206	SK2209, SK2210	IS2354, IS2355	HR2140	EL2195	BG2112	LT2036, LT2037, LT2038	UK2101, UK2102	HE2087	VI2005, VI2006, VI2007, VI2008, VI2009, VI2010	HU1987	ET1963	TR1806, TR1807, TR1808	LV1970	SR1917	GA1926	CY1864	SW1847	SQ1845	AF1760, AF1761	HI1717	KO1696, KO1697	MT1766, MT1767			TH1076	GL651	EO544	
ALIGNMENT642			IT4624																																																		
ALIGNMENT643	EN543, EN544	JA507, JA504, JA507, JA503, JA485	IT392, IT393, IT392, IT380, IT339, IT345, IT393	ES296, ES284, ES255, ES296	NL340, NL340, NL280	FR320, FR305, FR309, FR320, FR263	DE225	FI336, FI337, FI336, FI290, FI337	PL248	MK154, MK154	PT226, PT202, PT217, PT235, PT230	RU242, RU243, RU244, RU201, RU242, RU243, RU244	ZH250, ZH257	ID245, ID222, ID245, ID222, ID244	MS229, MS205, MS206, MS230, MS231, MS229, MS205, MS206, MS225, MS230, MS231, MS211	CA250, CA251, CA250, CA230, CA213, CA246, CA247, CA251, CA249	TL290	RO262, RO267	FA268, FA265	SV187	SL226, SL227, SL226, SL227, SL193	AR216, AR218	NO186, NO186, NO184	DA184, DA183, DA184	CS181, CS181, CS180	SK156, SK178	IS172, IS172, IS170	HR174	EL191	BG176, BG176	LT156	UK172, UK173, UK174, UK175, UK172, UK173, UK174, UK175	HE156, HE158	VI163, VI163, VI160, VI162	HU168, HU168, HU163	ET162, ET162, ET161	TR151, TR146, TR151	LV157, LV157, LV153	SR152, SR152	GA141	CY140, CY140, CY137	SW147	SQ161, SQ161, SQ160	AF127, AF132, AF127	HI135	KO129, KO129, KO127, KO128	MT142, MT142	EU115	BN79	TH74	GL61, GL57	EO42	
ALIGNMENT644			IT4669, IT4670, IT4671, IT4672, IT4673, IT4674, IT4675, IT4676, IT4677, IT4678, IT4679, IT4680, IT4681, IT4682, IT4683				DE3734, DE3735, DE3736, DE3737, DE3738, DE3739											RO3191, RO3192, RO3193, RO3194, RO3195, RO3196, RO3197, RO3198, RO3199							CS2525, CS2526, CS2481, CS2527																						MT2000					EO617, EO618	
ALIGNMENT645	EN627, EN628, EN629	JA570	IT443, IT444, IT445	ES332		FR360, FR361	DE334, DE335	FI366	PL303, PL304, PL305, PL306		PT267, PT268	RU276, RU277, RU278	ZH281, ZH282, ZH283, ZH284, ZH285	ID264	MS256	CA281	TL312, TL313, TL314, TL315, TL316, TL317, TL318, TL319, TL320, TL321, TL322, TL323, TL324, TL325, TL326, TL327, TL328, TL329, TL330, TL331, TL332, TL333, TL334, TL335, TL336, TL337, TL338, TL339, TL340, TL341, TL342, TL343, TL344, TL345, TL346, TL347, TL348, TL349, TL350, TL351, TL352, TL353, TL354, TL355, TL356, TL357, TL358, TL359, TL360, TL361, TL362, TL363, TL364, TL365, TL366, TL367, TL368, TL369, TL370, TL371, TL372, TL373, TL374, TL375, TL376, TL377, TL378, TL379, TL380, TL381, TL382, TL383	RO298	FA301	SV234, SV235, SV236	SL255	AR241	NO227, NO228	DA203	CS203	SK196	IS188	HR197	EL215, EL216	BG190, BG191		UK197, UK198, UK199, UK200	HE175, HE176, HE177, HE178, HE179	VI179	HU182	ET175		LV173	SR169	GA159	CY155	SW161	SQ175	AF146	HI147	KO145	MT155	EU135					SIMPLE71, SIMPLE72, SIMPLE73
ALIGNMENT646	EN7458, EN7458	JA5306, JA5307, JA5306, JA5307	IT1047		NL3807, NL3808, NL3809, NL3810, NL3811, NL3812, NL3813, NL1953, NL3814, NL3815, NL3816, NL3817, NL3818, NL314, NL3819, NL3820, NL3807, NL3808, NL3809, NL3810, NL3811, NL3812, NL868, NL3813, NL869, NL874, NL1953, NL3814, NL3815, NL3816, NL873, NL3817, NL463, NL3818, NL3819, NL3820, NL870	FR292, FR3727, FR292, FR3727	DE3401, DE3401	FI791	PL3627, PL3628, PL3629, PL1005, PL1006, PL1225, PL3630, PL457, PL3631, PL3627, PL3628, PL3629, PL1005, PL1006, PL1225, PL3630, PL457, PL3631		PT2034	RU3248, RU3248	ZH229	ID225	MS209	CA233, CA230, CA2853, CA2854, CA233, CA230, CA2853, CA2854	TL275	RO241, RO2959, RO242, RO2959	FA2990, FA259, FA2990, FA259	SV2728, SV2728	SL1265, SL3027, SL1265, SL3027	AR2582, AR2582	NO2449, NO2449	DA2317, DA2317	CS2313, CS2313	SK2331, SK2331	IS2488, IS2488	HR2248, HR2248	EL187	BG2227, BG450, BG2227	LT157	UK2207, UK2207	HE2191, HE2191	VI1911	HU399, HU399	ET2057, ET2057	TR135	LV410	SR2012, SR2012	GA2030, GA2030	CY1957, CY1957	SW1940, SW1940	SQ143	AF130, AF130	HI125, HI125		MT1862, MT1862	EU1190, EU1190, EU703		TH1131, TH1131			
ALIGNMENT647				ES3010	NL3020	FR2893, FR2894, FR2895	DE2704	FI1641	PL2837, PL2838				ZH2387, ZH2388, ZH2389, ZH2390			CA2196, CA2197				SV2141, SV2142	SL2285, SL2286, SL2287, SL1749, SL2288, SL2289, SL753, SL1763		NO1938, NO1939																												GL529	EO445, EO446	
ALIGNMENT648	EN7362, EN7363	JA5250	IT4320	ES3784		FR3674	DE3375	FI3766, FI3767, FI3768	PL3587	MK3315	PT2942	RU3223	ZH3148, ZH3149	ID2828, ID2829	MS2899, MS2900					SV2703	SL2981, SL2982				CS2289					BG2205																					GL689		
ALIGNMENT649								FI3254	PL3185							CA2470		RO2586, RO2587	FA2689																																		
ALIGNMENT650	EN5754, EN5755		IT3475	ES3038		FR2931, FR2932		FI2900	PL2878			RU2645			MS2220	CA2225			FA2366	SV2172	SL2327									BG1752																				TH855		EO453	
